Material Quantity (gm),Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Refined Aggregator,Formulation Duration (hrs),Compression Strength MPa,Material Quantity (gm),Refined Aggregator,Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Formulation Duration (hrs),Material Quantity (gm)^2,Material Quantity (gm) Refined Aggregator,Material Quantity (gm) Additive Catalyst (gm),Material Quantity (gm) Ash Component (gm),Material Quantity (gm) Water Mix (ml),Material Quantity (gm) Plasticizer (gm),Material Quantity (gm) Moderate Aggregator,Material Quantity (gm) Formulation Duration (hrs),Refined Aggregator^2,Refined Aggregator Additive Catalyst (gm),Refined Aggregator Ash Component (gm),Refined Aggregator Water Mix (ml),Refined Aggregator Plasticizer (gm),Refined Aggregator Moderate Aggregator,Refined Aggregator Formulation Duration (hrs),Additive Catalyst (gm)^2,Additive Catalyst (gm) Ash Component (gm),Additive Catalyst (gm) Water Mix (ml),Additive Catalyst (gm) Plasticizer (gm),Additive Catalyst (gm) Moderate Aggregator,Additive Catalyst (gm) Formulation Duration (hrs),Ash Component (gm)^2,Ash Component (gm) Water Mix (ml),Ash Component (gm) Plasticizer (gm),Ash Component (gm) Moderate Aggregator,Ash Component (gm) Formulation Duration (hrs),Water Mix (ml)^2,Water Mix (ml) Plasticizer (gm),Water Mix (ml) Moderate Aggregator,Water Mix (ml) Formulation Duration (hrs),Plasticizer (gm)^2,Plasticizer (gm) Moderate Aggregator,Plasticizer (gm) Formulation Duration (hrs),Moderate Aggregator^2,Moderate Aggregator Formulation Duration (hrs),Formulation Duration (hrs)^2
536.77,419.64,185.88,169.97,29.26,969.76,997.58,48.23,75.12,536.77,997.58,419.64,185.88,169.97,29.26,969.76,48.23,288122.0329,535471.0166,225250.1628,99774.8076,91234.7969,15705.8902,520538.07519999996,25888.4171,995165.8564,418624.4712,185430.1704,169558.67260000002,29189.190800000004,967413.1808,48113.2834,176097.7296,78002.6832,71326.2108,12278.6664,406950.0864,20239.2372,34551.3744,31594.0236,5438.8488,180258.9888,8964.9924,28889.8009,4973.3222000000005,164830.1072,8197.6531,856.1476000000001,28375.177600000003,1411.2098,940434.4576,46771.5248,2326.1328999999996
565.8,185.82,43.26,282.11,2.36,951.5,663.19,348.52,78.87,565.8,663.19,185.82,43.26,282.11,2.36,951.5,348.52,320129.63999999996,375232.902,105136.95599999999,24476.507999999998,159617.838,1335.2879999999998,538358.7,197192.61599999998,439820.9761000001,123233.9658,28689.599400000003,187092.5309,1565.1284,631025.285,231134.9788,34529.0724,8038.573199999999,52421.6802,438.5352,176807.72999999998,64761.986399999994,1871.4275999999998,12204.0786,102.0936,41161.89,15076.975199999999,79586.0521,665.7796,268427.66500000004,98320.9772,5.569599999999999,2245.54,822.5071999999999,905352.25,331616.77999999997,121466.19039999999
475.13,176.47,231.07,201.65,5.0,862.3,895.33,83.85,58.77,475.13,895.33,176.47,231.07,201.65,5.0,862.3,83.85,225748.5169,425398.14290000004,83846.1911,109788.2891,95809.9645,2375.65,409704.599,39839.650499999996,801615.8089000001,157998.8851,206883.9031,180543.29450000002,4476.650000000001,772043.059,75073.4205,31141.6609,40776.9229,35585.1755,882.35,152170.08099999998,14797.009499999998,53393.3449,46595.2655,1155.35,199251.661,19375.2195,40662.7225,1008.25,173882.79499999998,16908.3525,25.0,4311.5,419.25,743561.2899999999,72303.855,7030.822499999999
530.69,36.67,106.05,168.94,22.36,1006.59,1011.48,256.99,53.44,530.69,1011.48,36.67,106.05,168.94,22.36,1006.59,256.99,281631.87610000005,536782.3212000001,19460.4023,56279.6745,89654.76860000001,11866.228400000002,534187.2471,136382.02310000002,1023091.7904,37090.971600000004,107267.454,170879.4312,22616.6928,1018145.6532000001,259940.2452,1344.6889,3888.8535,6195.0298,819.9412,36911.655300000006,9423.8233,11246.602499999999,17916.087,2371.278,106748.8695,27253.7895,28540.723599999998,3777.4984,170053.3146,43415.8906,499.96959999999996,22507.3524,5746.2964,1013223.4281,258683.56410000002,66043.8601
308.02,143.8,5.26,294.4,5.14,1062.45,757.29,115.16,68.01,308.02,757.29,143.8,5.26,294.4,5.14,1062.45,115.16,94876.32039999998,233260.46579999998,44293.276,1620.1852,90681.08799999999,1583.2227999999998,327255.849,35471.583199999994,573488.1440999999,108898.30200000001,3983.3453999999997,222946.17599999998,3892.4705999999996,804582.7605,87209.5164,20678.440000000002,756.388,42334.72,739.1320000000001,152780.31000000003,16560.008,27.667599999999997,1548.5439999999999,27.036399999999997,5588.487,605.7416,86671.35999999999,1513.216,312785.27999999997,33903.104,26.419599999999996,5460.9929999999995,591.9223999999999,1128800.0025000002,122351.742,13261.8256
335.62,0.0,148.11,194.59,12.08,1080.62,797.44,29.25,43.42,335.62,797.44,0.0,148.11,194.59,12.08,1080.62,29.25,112640.7844,267636.8128,0.0,49708.6782,65308.2958,4054.2896,362677.68439999997,9816.885,635910.5536000001,0.0,118108.83840000002,155173.84960000002,9633.075200000001,861729.6128,23325.120000000003,0.0,0.0,0.0,0.0,0.0,0.0,21936.572100000005,28820.724900000005,1789.1688000000001,160050.6282,4332.217500000001,37865.2681,2350.6472,210277.84579999998,5691.7575,145.9264,13053.889599999999,353.34,1167739.5843999998,31608.135,855.5625
635.68,184.95,163.69,224.58,4.26,1127.2,819.23,237.43,55.16,635.68,819.23,184.95,163.69,224.58,4.26,1127.2,237.43,404089.06239999994,520768.12639999995,117569.01599999999,104054.4592,142761.0144,2707.9967999999994,716538.4959999999,150929.5024,671137.7929,151516.58849999998,134099.7587,183982.67340000003,3489.9198,923436.0560000001,194509.7789,34206.502499999995,30274.4655,41536.070999999996,787.887,208475.63999999998,43912.6785,26794.4161,36761.5002,697.3194,184511.36800000002,38864.9167,50436.176400000004,956.7108,253146.57600000003,53322.02940000001,18.147599999999997,4801.872,1011.4517999999999,1270579.84,267631.096,56373.0049
435.44,344.35,151.24,241.05,34.7,919.41,814.65,278.62,52.52,435.44,814.65,344.35,151.24,241.05,34.7,919.41,278.62,189607.9936,354731.196,149943.764,65855.9456,104962.812,15109.768000000002,400347.8904,121322.2928,663654.6224999999,280524.72750000004,123207.666,196371.3825,28268.355000000003,748997.3565,226977.783,118576.92250000002,52079.494000000006,83005.5675,11948.945000000002,316598.8335,95942.797,22873.537600000003,36456.402,5248.028000000001,139051.5684,42138.48880000001,58105.10250000001,8364.435000000001,221623.7805,67161.35100000001,1204.0900000000001,31903.527000000002,9668.114000000001,845314.7481,256166.0142,77629.1044
341.89,303.5,236.2,174.7,37.17,836.92,748.02,216.44,48.19,341.89,748.02,303.5,236.2,174.7,37.17,836.92,216.44,116888.77209999999,255740.55779999998,103763.61499999999,80754.41799999999,59728.183,12708.0513,286134.57879999996,73998.6716,559533.9204,227024.07,176682.324,130679.09399999998,27803.9034,626032.8984,161901.44879999998,92112.25,71686.7,53021.45,11281.095000000001,254005.22,65689.54,55790.439999999995,41264.13999999999,8779.554,197680.504,51123.128,30520.089999999997,6493.599,146209.92399999997,37812.068,1381.6089000000002,31108.3164,8045.0748,700435.0863999999,181142.9648,46846.2736
520.98,330.87,162.57,253.61,23.31,946.79,799.39,244.65,48.63,520.98,799.39,330.87,162.57,253.61,23.31,946.79,244.65,271420.1604,416466.2022,172376.6526,84695.7186,132125.7378,12144.0438,493258.6542,127457.75700000001,639024.3720999999,264494.1693,129956.8323,202733.2979,18633.780899999998,756854.4580999999,195570.7635,109474.9569,53789.535899999995,83911.9407,7712.579699999999,313264.4073,80947.3455,26429.004899999996,41229.3777,3789.5066999999995,153919.65029999998,39772.7505,64318.032100000004,5911.6491,240115.4119,62045.6865,543.3561,22069.674899999998,5702.7915,896411.3041,231632.1735,59853.622500000005
544.12,29.28,96.38,197.64,14.15,991.79,730.26,22.25,58.25,544.12,730.26,29.28,96.38,197.64,14.15,991.79,22.25,296066.5744,397349.0712,15931.8336,52442.285599999996,107539.8768,7699.298000000001,539652.7748,12106.67,533279.6676,21382.0128,70382.4588,144328.5864,10333.179,724264.5654,16248.285,857.3184000000001,2822.0063999999998,5786.8992,414.312,29039.6112,651.48,9289.104399999998,19048.543199999996,1363.777,95588.7202,2144.455,39061.569599999995,2796.6059999999998,196017.37559999997,4397.49,200.2225,14033.8285,314.83750000000003,983647.4040999999,22067.3275,495.0625
330.84,203.4,58.99,162.44,31.12,1023.87,834.41,36.64,37.31,330.84,834.41,203.4,58.99,162.44,31.12,1023.87,36.64,109455.10559999998,276056.2044,67292.856,19516.2516,53741.6496,10295.7408,338737.1508,12121.9776,696240.0480999999,169718.994,49221.8459,135541.5604,25966.8392,854327.3667,30572.7824,41371.560000000005,11998.566,33040.296,6329.808,208255.158,7452.576,3479.8201000000004,9582.3356,1835.7688,60398.0913,2161.3936000000003,26386.7536,5055.1328,166317.4428,5951.8016,968.4544000000001,31862.8344,1140.2368000000001,1048309.7769,37514.5968,1342.4896
416.04,274.77,105.39,180.29,38.09,1077.64,1012.47,340.62,75.37,416.04,1012.47,274.77,105.39,180.29,38.09,1077.64,340.62,173089.28160000002,421228.0188,114315.31079999999,43846.4556,75007.8516,15846.963600000003,448341.34560000006,141711.5448,1025095.5009000001,278196.3819,106704.2133,182538.2163,38564.9823,1091078.1708000002,344867.53140000004,75498.5529,28958.010299999998,49538.283299999996,10465.989300000001,296103.14280000003,93592.1574,11107.0521,19000.7631,4014.3051000000005,113572.4796,35897.9418,32504.484099999998,6867.2461,194287.7156,61410.379799999995,1450.8481000000002,41047.30760000001,12974.215800000002,1161307.9696000002,367065.7368,116021.9844
309.03,318.72,79.8,282.62,14.71,877.14,871.15,297.33,49.32,309.03,871.15,318.72,79.8,282.62,14.71,877.14,297.33,95499.54089999998,269211.48449999996,98494.0416,24660.593999999997,87338.05859999999,4545.8313,271062.5742,91883.88989999998,758902.3225,277652.928,69517.76999999999,246204.413,12814.6165,764120.5109999999,259019.02949999998,101582.43840000001,25433.856,90076.64640000001,4688.3712000000005,279562.06080000004,94765.0176,6368.04,22553.076,1173.858,69995.772,23726.933999999997,79874.0644,4157.340200000001,247897.3068,84031.4046,216.38410000000002,12902.7294,4373.7243,769374.5795999999,260800.03619999997,88405.1289
350.53,393.58,3.61,154.01,30.71,865.39,905.54,229.58,61.41,350.53,905.54,393.58,3.61,154.01,30.71,865.39,229.58,122871.28089999998,317418.93619999994,137961.59739999997,1265.4133,53985.12529999999,10764.7763,303345.1567,80474.6774,820002.6915999999,356402.43319999997,3268.9993999999997,139462.2154,27809.1334,783645.2605999999,207893.8732,154905.21639999998,1420.8238,60615.25579999999,12086.8418,340600.1962,90358.0964,13.0321,555.9761,110.8631,3124.0579,828.7838,23719.080099999996,4729.6471,133278.7139,35357.6158,943.1041,26576.1269,7050.401800000001,748899.8521,198676.2362,52706.97640000001
498.16,147.57,216.75,301.31,15.31,1132.7,824.38,146.28,67.66,498.16,824.38,147.57,216.75,301.31,15.31,1132.7,146.28,248163.38560000004,410673.1408,73513.4712,107976.18000000001,150100.5896,7626.829600000001,564265.832,72870.8448,679602.3844,121653.7566,178684.365,248393.9378,12621.257800000001,933775.226,120590.3064,21776.904899999998,31985.797499999997,44464.316699999996,2259.2967,167152.539,21586.5396,46980.5625,65308.9425,3318.4425,245512.725,31706.19,90787.7161,4613.0561,341293.837,44075.6268,234.39610000000002,17341.637000000002,2239.5468,1283009.29,165691.356,21397.8384
442.37,230.58,0.0,201.18,14.15,968.92,775.18,22.25,25.65,442.37,775.18,230.58,0.0,201.18,14.15,968.92,22.25,195691.2169,342916.37659999996,102001.67460000001,0.0,88995.9966,6259.5355,428621.1404,9842.7325,600904.0323999999,178741.0044,0.0,155950.7124,10968.796999999999,751087.4055999999,17247.754999999997,53167.1364,0.0,46388.08440000001,3262.7070000000003,223413.5736,5130.405000000001,0.0,0.0,0.0,0.0,0.0,40473.392400000004,2846.697,194927.3256,4476.255,200.2225,13710.217999999999,314.83750000000003,938805.9663999999,21558.469999999998,495.0625
220.61,58.98,9.56,156.11,6.83,924.92,845.7,20.82,54.83,220.61,845.7,58.98,9.56,156.11,6.83,924.92,20.82,48668.77210000001,186569.877,13011.577800000001,2109.0316000000003,34439.42710000001,1506.7663,204046.6012,4593.100200000001,715208.4900000001,49879.386,8084.892000000001,132022.227,5776.131,782204.844,17607.474000000002,3478.6403999999998,563.8488,9207.3678,402.8334,54551.781599999995,1227.9636,91.3936,1492.4116000000001,65.29480000000001,8842.2352,199.03920000000002,24370.332100000003,1066.2313000000001,144389.2612,3250.2102000000004,46.6489,6317.2036,142.2006,855477.0064,19256.8344,433.4724
232.17,0.0,152.74,197.52,12.08,1116.0,823.18,18.25,10.58,232.17,823.18,0.0,152.74,197.52,12.08,1116.0,18.25,53902.908899999995,191117.70059999998,0.0,35461.6458,45858.2184,2804.6135999999997,259101.71999999997,4237.1025,677625.3123999999,0.0,125732.5132,162594.5136,9944.0144,918668.8799999999,15023.035,0.0,0.0,0.0,0.0,0.0,0.0,23329.507600000004,30169.204800000003,1845.0992,170457.84,2787.505,39014.150400000006,2386.0416,220432.32,3604.7400000000002,145.9264,13481.28,220.46,1245456.0,20367.0,333.0625
190.63,25.33,166.04,205.49,12.31,1053.25,755.14,357.55,73.08,190.63,755.14,25.33,166.04,205.49,12.31,1053.25,357.55,36339.7969,143952.3382,4828.657899999999,31652.205199999997,39172.5587,2346.6553,200781.0475,68159.7565,570236.4196,19127.6962,125383.44559999999,155173.7186,9295.7734,795351.205,270000.30700000003,641.6089,4205.793199999999,5205.0617,311.8123,26678.8225,9056.7415,27569.2816,34119.5596,2043.9524,174881.63,59367.602,42226.140100000004,2529.5819,216432.3425,73472.9495,151.5361,12965.5075,4401.440500000001,1109335.5625,376589.53750000003,127842.0025
378.2,0.0,0.0,234.24,0.0,1037.95,851.28,105.25,40.05,378.2,851.28,0.0,0.0,234.24,0.0,1037.95,105.25,143035.24,321954.09599999996,0.0,0.0,88589.568,0.0,392552.69,39805.549999999996,724677.6383999999,0.0,0.0,199403.8272,0.0,883586.076,89597.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54868.37760000001,0.0,243129.40800000002,24653.760000000002,0.0,0.0,0.0,1077340.2025000001,109244.2375,11077.5625
386.99,327.87,92.04,155.52,1.34,982.74,696.41,16.55,65.66,386.99,696.41,327.87,92.04,155.52,1.34,982.74,16.55,149761.2601,269503.7059,126882.4113,35618.5596,60184.6848,518.5666,380310.5526,6404.6845,484986.8881,228331.9467,64097.5764,108305.6832,933.1894,684389.9634,11525.5855,107498.7369,30177.154800000004,50990.3424,439.34580000000005,322210.9638,5426.248500000001,8471.361600000002,14314.060800000001,123.33360000000002,90451.38960000001,1523.2620000000002,24186.470400000002,208.3968,152835.72480000003,2573.856,1.7956000000000003,1316.8716000000002,22.177000000000003,965777.9076,16264.347000000002,273.90250000000003
402.75,60.73,197.56,153.05,28.82,1115.92,995.06,257.32,79.36,402.75,995.06,60.73,197.56,153.05,28.82,1115.92,257.32,162207.5625,400760.415,24459.0075,79567.29000000001,61640.887500000004,11607.255000000001,449436.78,103635.62999999999,990144.4035999998,60429.9938,196584.05359999998,152293.933,28677.6292,1110407.3552,256048.8392,3688.1328999999996,11997.8188,9294.7265,1750.2386,67769.8216,15627.043599999999,39029.9536,30236.558,5693.6792000000005,220461.1552,50836.1392,23424.302500000005,4410.901000000001,170791.556,39382.826,830.5924,32160.814400000003,7415.962399999999,1245277.4464000002,287148.5344,66213.5824
595.06,302.79,95.9,253.62,30.41,831.17,696.37,324.94,69.34,595.06,696.37,302.79,95.9,253.62,30.41,831.17,324.94,354096.40359999996,414381.9322,180178.2174,57066.254,150919.11719999998,18095.774599999997,494596.0201999999,193358.7964,484931.1769,210853.87230000002,66781.883,176613.35940000002,21176.6117,578801.8528999999,226278.4678,91681.78410000002,29037.561000000005,76793.59980000001,9207.8439,251669.9643,98388.58260000001,9196.810000000001,24322.158000000003,2916.319,79709.203,31161.746000000003,64323.104400000004,7712.5842,210801.33539999998,82411.2828,924.7681,25275.879699999998,9881.4254,690843.5689,270080.3798,105586.0036
477.27,20.77,41.51,168.48,38.35,1085.15,1000.3,333.76,49.09,477.27,1000.3,20.77,41.51,168.48,38.35,1085.15,333.76,227786.6529,477413.181,9912.8979,19811.4777,80410.44959999999,18303.3045,517909.5405,159293.6352,1000600.0899999999,20776.231,41522.452999999994,168530.544,38361.505,1085475.545,333860.12799999997,431.3929,862.1627,3499.3295999999996,796.5295,22538.5655,6932.1952,1723.0801,6993.604799999999,1591.9085,45044.5765,13854.3776,28385.510399999996,6461.208,182826.07200000001,56231.88479999999,1470.7225,41615.5025,12799.696,1177550.5225000002,362179.66400000005,111395.7376
204.23,158.48,156.89,214.11,9.52,1032.1,765.74,71.25,57.93,204.23,765.74,158.48,156.89,214.11,9.52,1032.1,71.25,41709.8929,156387.0802,32366.370399999996,32041.644699999997,43727.6853,1944.2695999999999,210785.78299999997,14551.387499999999,586357.7476,121354.4752,120136.94859999999,163952.5914,7289.8448,790320.254,54558.975,25115.910399999997,24863.927199999995,33932.1528,1508.7296,163567.20799999998,11291.699999999999,24614.472099999995,33591.717899999996,1493.5928,161926.16899999997,11178.412499999999,45843.09210000001,2038.3272,220982.93099999998,15255.337500000001,90.6304,9825.591999999999,678.3,1065230.41,73537.125,5076.5625
456.03,27.49,22.79,198.52,28.1,889.97,851.29,66.36,52.19,456.03,851.29,27.49,22.79,198.52,28.1,889.97,66.36,207963.36089999997,388213.77869999997,12536.264699999998,10392.9237,90531.0756,12814.443,405853.0191,30262.1508,724694.6640999999,23401.962099999997,19400.8991,168998.0908,23921.249,757622.5613,56491.6044,755.7000999999999,626.4970999999999,5457.3148,772.469,24465.2753,1824.2363999999998,519.3841,4524.2708,640.399,20282.4163,1512.3444,39410.19040000001,5578.412,176676.8444,13173.7872,789.6100000000001,25008.157000000003,1864.7160000000001,792046.6009000001,59058.4092,4403.6496
318.09,220.68,100.51,243.28,29.21,919.18,703.67,97.39,73.49,318.09,703.67,220.68,100.51,243.28,29.21,919.18,97.39,101181.24809999998,223830.39029999997,70196.10119999999,31971.225899999998,77384.93519999999,9291.4089,292381.96619999997,30978.785099999997,495151.4688999999,155285.8956,70725.8717,171188.8376,20554.200699999998,646799.3905999999,68530.4213,48699.6624,22180.5468,53687.0304,6446.062800000001,202844.64239999998,21492.0252,10102.260100000001,24452.0728,2935.8971,92386.7818,9788.6689,59185.1584,7106.2088,223618.11039999998,23693.0392,853.2241,26849.2478,2844.7619,844891.8723999999,89518.9402,9484.812100000001
294.27,104.03,90.28,280.89,4.69,1041.88,774.61,353.04,76.76,294.27,774.61,104.03,90.28,280.89,4.69,1041.88,353.04,86594.8329,227944.4847,30612.908099999997,26566.6956,82657.50029999999,1380.1263000000001,306594.02760000003,103889.0808,600020.6521000001,80582.6783,69931.7908,217580.2029,3632.9209000000005,807050.6668000001,273468.31440000003,10822.2409,9391.8284,29220.986699999998,487.90070000000003,108386.77640000002,36726.751200000006,8150.4784,25358.7492,423.4132,94060.92640000001,31872.451200000003,78899.19209999999,1317.3741,292653.6732,99165.4056,21.996100000000002,4886.417200000001,1655.7576000000001,1085513.9344000001,367825.31520000007,124637.24160000001
543.25,414.54,33.42,240.68,21.25,839.55,993.27,367.88,57.28,543.25,993.27,414.54,33.42,240.68,21.25,839.55,367.88,295120.5625,539593.9275,225198.855,18155.415,130749.41,11544.0625,456085.5375,199850.81,986585.2929,411750.1458,33195.0834,239060.2236,21106.9875,833899.8285,365404.1676,171843.41160000002,13853.926800000001,99771.4872,8808.975,348027.057,152500.97520000002,1116.8964,8043.525600000001,710.1750000000001,28057.761,12294.5496,57926.862400000005,5114.45,202062.894,88541.3584,451.5625,17840.4375,7817.45,704844.2024999999,308853.654,135335.6944
413.78,394.9,33.26,295.32,16.07,843.6,739.91,338.39,56.43,413.78,739.91,394.9,33.26,295.32,16.07,843.6,338.39,171213.88839999997,306159.95979999995,163401.72199999998,13762.322799999998,122197.50959999999,6649.4446,349064.80799999996,140019.01419999998,547466.8080999999,292190.459,24609.4066,218510.2212,11890.3537,624188.076,250378.14489999998,155946.00999999998,13134.373999999998,116621.86799999999,6346.043,333137.64,133630.21099999998,1106.2276,9822.3432,534.4882,28058.136,11254.8514,87213.90239999999,4745.7924,249131.952,99933.3348,258.24490000000003,13556.652,5437.9273,711660.9600000001,285465.804,114507.79209999999
268.57,119.38,113.83,156.44,36.62,945.04,854.97,17.72,62.4,268.57,854.97,119.38,113.83,156.44,36.62,945.04,17.72,72129.8449,229619.2929,32061.886599999998,30571.323099999998,42015.0908,9835.033399999998,253809.39279999997,4759.060399999999,730973.7009,102066.3186,97321.2351,133751.5068,31309.001399999997,807980.8488,15150.0684,14251.5844,13589.025399999999,18675.8072,4371.695599999999,112818.8752,2115.4136,12957.2689,17807.5652,4168.4546,107573.9032,2017.0675999999999,24473.473599999998,5728.832799999999,147842.0576,2772.1168,1341.0243999999998,34607.364799999996,648.9064,893100.6015999999,16746.108799999998,313.99839999999995
181.7,233.21,102.31,178.94,7.25,1141.35,668.98,344.01,51.51,181.7,668.98,233.21,102.31,178.94,7.25,1141.35,344.01,33014.89,121553.666,42374.257,18589.727,32513.397999999997,1317.3249999999998,207383.29499999998,62506.61699999999,447534.2404,156012.82580000002,68443.3438,119707.2812,4850.1050000000005,763540.323,230135.8098,54386.90410000001,23859.7151,41730.5974,1690.7725,266174.2335,80226.5721,10467.3361,18307.3514,741.7475000000001,116771.51849999999,35195.6631,32019.5236,1297.315,204233.169,61557.149399999995,52.5625,8274.787499999999,2494.0724999999998,1302679.8224999998,392635.81349999993,118342.8801
362.03,317.35,115.92,167.08,8.95,1073.41,704.0,275.79,36.49,362.03,704.0,317.35,115.92,167.08,8.95,1073.41,275.79,131065.72089999999,254869.12,114890.2205,41966.5176,60487.9724,3240.1684999999993,388606.6223,99844.2537,495616.0,223414.40000000002,81607.68000000001,117624.32,6300.799999999999,755680.64,194156.16,100711.02250000002,36787.21200000001,53022.83800000001,2840.2825,340646.6635,87521.95650000001,13437.4464,19367.913600000003,1037.484,124429.68720000001,31969.576800000003,27915.726400000003,1495.366,179345.3428,46078.993200000004,80.10249999999999,9607.0195,2468.3205,1152209.0281000002,296035.74390000006,76060.12410000002
313.89,411.31,185.69,155.24,17.29,1092.81,1000.89,115.88,51.8,313.89,1000.89,411.31,185.69,155.24,17.29,1092.81,115.88,98526.93209999999,314169.36209999997,129106.0959,58286.234099999994,48728.2836,5427.1581,343022.1309,36373.5732,1001780.7921,411676.0659,185855.2641,155378.1636,17305.3881,1093782.6009,115983.1332,169175.9161,76376.1539,63851.76440000001,7111.5499,449483.6811,47662.6028,34480.7761,28826.515600000002,3210.5800999999997,202923.8889,21517.7572,24099.4576,2684.0996,169647.8244,17989.2112,298.9441,18894.684899999997,2003.5651999999998,1194233.6960999998,126634.8228,13428.174399999998
387.84,0.0,154.33,255.83,6.95,882.56,755.49,43.25,44.87,387.84,755.49,0.0,154.33,255.83,6.95,882.56,43.25,150419.8656,293009.2416,0.0,59855.347200000004,99221.1072,2695.488,342292.07039999997,16774.079999999998,570765.1401,0.0,116594.77170000001,193277.0067,5250.6555,666765.2544,32674.9425,0.0,0.0,0.0,0.0,0.0,0.0,23817.748900000002,39482.24390000001,1072.5935000000002,136205.4848,6674.772500000001,65448.988900000004,1778.0185000000001,225785.3248,11064.647500000001,48.3025,6133.7919999999995,300.58750000000003,778912.1536,38170.72,1870.5625
425.0,168.49,208.47,159.83,7.3,1020.71,631.79,341.71,52.43,425.0,631.79,168.49,208.47,159.83,7.3,1020.71,341.71,180625.0,268510.75,71608.25,88599.75,67927.75,3102.5,433801.75,145226.75,399158.60409999994,106450.2971,131709.26129999998,100978.9957,4612.067,644874.3709,215888.96089999998,28388.880100000002,35125.1103,26929.756700000005,1229.977,171979.4279,57574.7179,43459.7409,33319.7601,1521.831,212787.4137,71236.2837,25545.628900000003,1166.759,163140.0793,54615.5093,53.29,7451.183,2494.4829999999997,1041848.9041,348786.8141,116765.72409999999
190.32,296.46,0.0,219.6,13.42,1048.21,715.9,43.25,41.84,190.32,715.9,296.46,0.0,219.6,13.42,1048.21,43.25,36221.702399999995,136250.088,56422.267199999995,0.0,41794.272,2554.0944,199495.3272,8231.34,512512.80999999994,212235.71399999998,0.0,157211.63999999998,9607.377999999999,750413.539,30962.675,87888.53159999999,0.0,65102.615999999995,3978.4932,310752.3366,12821.894999999999,0.0,0.0,0.0,0.0,0.0,48224.159999999996,2947.0319999999997,230186.916,9497.699999999999,180.0964,14066.9782,580.415,1098744.2041,45335.082500000004,1870.5625
351.59,43.73,99.72,217.93,20.8,993.99,728.16,76.88,57.35,351.59,728.16,43.73,99.72,217.93,20.8,993.99,76.88,123615.52809999998,256013.77439999997,15375.030699999998,35060.5548,76622.00869999999,7313.072,349476.94409999996,27030.239199999996,530216.9855999999,31842.436799999996,72612.1152,158687.9088,15145.728,723783.7583999999,55980.9408,1912.3128999999997,4360.7555999999995,9530.0789,909.584,43467.1827,3361.9623999999994,9944.0784,21731.9796,2074.176,99120.6828,7666.473599999999,47493.4849,4532.944,216620.2407,16754.4584,432.64000000000004,20674.992000000002,1599.104,988016.1201000001,76417.9512,5910.5344
556.43,54.14,175.91,234.31,37.49,891.8,955.84,255.81,80.73,556.43,955.84,54.14,175.91,234.31,37.49,891.8,255.81,309614.34489999997,531858.0512,30125.120199999998,97881.6013,130377.11329999998,20860.560699999998,496224.2739999999,142340.3583,913630.1056,51749.1776,168141.8144,223962.8704,35834.441600000006,852418.112,244513.4304,2931.1396,9523.7674,12685.5434,2029.7086000000002,48282.051999999996,13849.5534,30944.3281,41217.4721,6594.8659,156876.538,44999.5371,54901.176100000004,8784.2819,208957.658,59938.8411,1405.5001000000002,33433.582,9590.3169,795307.2399999999,228131.35799999998,65438.7561
278.87,312.54,79.67,191.7,6.24,1164.5,616.66,23.43,44.81,278.87,616.66,312.54,79.67,191.7,6.24,1164.5,23.43,77768.47690000001,171967.9742,87158.0298,22217.5729,53459.379,1740.1488000000002,324744.115,6533.9241,380269.55559999996,192730.91640000002,49129.3022,118213.72199999998,3847.9584,718100.57,14448.343799999999,97681.25160000002,24900.061800000003,59913.918,1950.2496,363952.83,7322.8122,6347.3089,15272.739,497.1408,92775.715,1866.6681,36748.88999999999,1196.2079999999999,223234.65,4491.531,38.9376,7266.4800000000005,146.2032,1356060.25,27284.235,548.9649
572.16,253.4,30.08,168.94,27.06,996.71,623.15,125.25,56.49,572.16,623.15,253.4,30.08,168.94,27.06,996.71,125.25,327367.0656,356541.50399999996,144985.34399999998,17210.572799999998,96660.7104,15482.649599999999,570277.5936,71663.04,388315.9225,157906.21,18744.352,105274.961,16862.439,621099.8365,78049.53749999999,64211.560000000005,7622.272,42809.396,6857.004,252566.314,31738.350000000002,904.8063999999999,5081.7152,813.9648,29981.036799999998,3767.52,28540.723599999998,4571.5163999999995,168384.1874,21159.735,732.2435999999999,26970.9726,3389.265,993430.8241000001,124837.9275,15687.5625
564.35,78.1,169.52,161.36,9.44,955.56,806.23,269.61,75.88,564.35,806.23,78.1,169.52,161.36,9.44,955.56,269.61,318490.92250000004,454995.90050000005,44075.735,95668.61200000001,91063.51600000002,5327.464,539270.286,152154.40350000001,650006.8129,62966.562999999995,136672.10960000003,130093.27280000002,7610.8112,770401.1388,217367.67030000003,6099.609999999999,13239.512,12602.216,737.2639999999999,74629.23599999999,21056.541,28737.030400000003,27353.747200000005,1600.2688,161986.5312,45704.287200000006,26037.049600000006,1523.2384,154189.1616,43504.26960000001,89.11359999999999,9020.4864,2545.1184,913094.9135999999,257628.5316,72689.5521
